weight,overall_survival,auc,enrichment_10
ones,0.858562244301578,0.7176308539944903,1.0444043699749335
inv_q,0.858562244301578,0.7176308539944903,1.0444043699749335
inv_logq,0.858562244301578,0.7176308539944903,1.0444043699749335
logq,0.858562244301578,0.7176308539944903,1.0444043699749335
inv_d,0.858562244301578,0.7176308539944903,1.0444043699749335
inv_logd,0.858562244301578,0.7176308539944903,1.0444043699749335
logd,0.858562244301578,0.7176308539944903,1.0444043699749335
q,0.858562244301578,0.7176308539944903,1.0444043699749335
rand,0.858562244301578,0.7176308539944903,1.0444043699749335
